character,pinyin,similarity
誧,bū,0.6209834046404392
誧,bū,0.6209834046404392
忐,tǎn,0.6202070652075335
听,yí,0.6189876811148765
忐,kěng,0.6181449633664224
忳,tún,0.6174220022422121
䛬,táo,0.6164217105719707
諎,cuò,0.6157725683835577
謯,jiē,0.6155448618256322
懽,guàn,0.6117050371360198
𢝉,dā,0.6114446090187303
讀,dú,0.6091092894220153
㦊,huá,0.6085945933227328
惄,nì,0.6077412230609145
註,hù,0.606621201692221
𧬫,𧬫jiǎn,0.6062527874719774
𧪣,𧪣zhēng,0.6062527874719774
𧥹,⁴𧥹fēng,0.6047854291169691
𠱞,rǎn,0.6042451605109711
𠲏,rěn,0.6042451605109711
𠹥,dā,0.6042451605109711
㗼,yè,0.6042451605109711
詹,zhān,0.6003122097915262
譫,zhān,0.6003122097915262
䚿,xī,0.5998438406726987
惴,zhuì,0.597912373274561
䜏,tuō,0.597745222902701
𧩰,𧩰biàn,0.5972184923579925
𧧒,cì,0.5958139514861359
愁,chóu,0.5955253569888775
吟,yǐn,0.5949015986526203
諥,zhòng,0.5939927597175115
䛌,páo,0.5937010433523616
䜔,䜔suí,0.5935821342156067
誓,shì,0.5933682961589802
𢛜,nì,0.5933519082029453
懆,cǎo,0.5925361452011738
悇,tú,0.5923968703981596
囂,áo,0.5911869892995659
𧩣,𧩣nǎo,0.5909400808809654
懪,ó,0.5906323769323354
懣,mèn,0.5906323769323354
懚,ìn,0.5906323769323354
欠,qiàn,0.5888476200535506
怚,cū,0.588250375007878
䛴,jī,0.5866681589686487
謉,duǐ,0.5853392165905568
讜,dàng,0.5852718721786623
𧪘,cuò,0.5845137575420262
詯,huì,0.5829823332553495
訴,sù,0.5827418347437567
慛,cuī,0.5823687381491032
慼,ī,0.5823687381491032
𧨴,𧨴zì,0.5819538166310588
説,shuì,0.5819380634750158
𠽫,xiā,0.5818139801996273
懰,liú,0.580851806047582
惋,ǎn,0.579711488163322
𢟳,lǜ,0.5793457038405722
𢙿,jìn,0.578811011487704
悶,mèn,0.5771488592759876
謵,xí,0.5761519328298064
忑,dǎo,0.5761427860053009
忑,tè,0.5761427860053009
諰,shāi,0.5740201525988767
諰,xǐ,0.5736977091723352
懕,yè,0.5731415763437908
詣,yì,0.5730680261837521
忪,zhōng,0.5728980069999802
悖,bèi,0.5722861469713333
恤,xù,0.5722076829832571
心,xīn,0.5712512872682367
呷,xiā,0.5705312061161524
𧨗,𧨗chán,0.5704725071085007
慅,sāo,0.569977659942333
語,yù,0.5688631121279868
譣,xiǎn,0.5687982827554879
𢠼,mái,0.5685661777210986
㤝,chōng,0.568359240600559
愖,xìn,0.5681719587108466
忚,liě,0.5681407434768431
𧩮,sǒu,0.5680091752256917
譺,ài,0.56755091836341
䛥,xī,0.5674613652914006
議,yì,0.5669622701863073
謒,謒qiāng,0.5669327465976489
愍,fēn,0.5667203526169223
慖,uó,0.5667203526169223
憹,náng,0.5667203526169223
𢜲,ná,0.5667203526169223
𢞇,rě,0.5667203526169223
吐,tù,0.5662376520218654
謤,biāo,0.5661852197691681
𧧶,𧧶tú,0.5659429606775509
𧬅,𧬅zhā,0.5654138687573722
咬,yāo,0.5652642275303593
含,hán,0.5644636769740671
䜒,ào,0.5637527589890917
詞,cí,0.5634162532938728
訷,訷shēn,0.5629262275377355
𢤰,iè,0.5621879236707584
怛,dá,0.5618578136848036
惻,cè,0.561835909694984
愍,mǐn,0.561835909694984
喙,huì,0.5616553838097135
懅,ù,0.5614758045349595
呼,hū,0.5612935376715568
恇,kuāng,0.5605687962673208
欽,qīn,0.5603518396518575
㦩,ǐn,0.5600418511967604
譅,sè,0.5592577504987309
𧪝,𧪝shèng,0.5588682986594429
欠,qian,0.5583519352836879
詔,zhào,0.5579857767330634
悕,ī,0.5578894013468897
䛭,䛭xìng,0.5575419371149863
讉,yí,0.5569415633876693
詰,jié,0.5560307251398511
䛥,xīn,0.5552651600588252
愓,shāng,0.5546641466890263
息,xī,0.5545953834622873
謕,tí,0.5545619519827628
憱,chòu,0.5538749298201213
忖,cǔn,0.5537985705326476
惆,chóu,0.5535678520677422
惝,hǎng（又读tǎng）,0.5535678520677422
諸,zhū,0.5535615098340431
愠,wěn,0.5532788863983957
語,yǔ,0.553218156803767
慬,qín,0.5531510783241567
䜆,mò,0.5524979080808313
惱,nǎo,0.5520440306967163
惦,di鄋,0.5519587652259058
詮,quán,0.5513520913067056
䜕,hài,0.5508397502082828
恟,xiōng,0.5505588984278108
噬,shì,0.5502878948726837
𢤩,lì,0.5498347449075635
𧫑,𧫑jié,0.5483317772399371
諾,nuò,0.5479721740192093
謅,zhōu,0.5476732025848563
倴,bēn,0.5468193199495293
倵,倵wǔ,0.5468193199495293
傕,jué,0.5468193199495293
吷,xuè,0.546573274319464
懕,yān,0.5465684835693995
𧬇,𧬇yì,0.5462615247157968
𢘊,shēn,0.5460554173775045
𢝈,chóng,0.5460554173775045
𢛮,lí,0.5460554173775045
𢞚,gěng,0.5460554173775045
𢞜,xiè,0.5460554173775045
𢢓,yōng,0.5460554173775045
𢢞,jì,0.5460554173775045
悴,cuì,0.5460554173775045
㦚,biǎn,0.5460554173775045
㤕,chù,0.5460554173775045
㥰,sāo,0.5460554173775045
㣿,diǎo,0.5460554173775045
惁,ī,0.5460554173775045
惙,chuò,0.5460554173775045
慅,cǎo,0.5460554173775045
憌,qióng,0.5460554173775045
懠,jì,0.5460554173775045
㤏,tóng,0.5460554173775045
𢗊,jiá,0.5460554173775045
𢣻,lǘ,0.5460554173775045
㤦,lì,0.5460554173775045
㥚,yú,0.5460554173775045
恙,yàng,0.5460420192247619
悹,guàn,0.5460420192247619
𧦭,xī,0.5453938336693854
𧨀,zuò,0.5450686353614995
談,tán,0.5449630706156606
䛗,zhǐ,0.5447220289552773
訶,hē,0.5445014407988251
欦,qiǎn,0.5444352888292909
𢠺,bó,0.5443271738763013
㤕,pò,0.5443271738763013
譗,譗zhá,0.5440625989364809
𧦮,𧦮ná,0.5439484663072945
𢟣,yàng,0.543087823769762
𧭊,𧭊méng,0.5424522823800526
㥞,suì,0.5423789483812196
慮,lǘ,0.5422169323446834
慒,cóng,0.5419202030671353
愮,yáo,0.5418317869041316
㥴,yí,0.5405401543827933
𠯭,pǐ,0.5401434748973061
唫,jìn,0.5397282635156664
訮,yán,0.5395987296993661
恝,qì,0.5395329402197898
思,sī,0.5394902465850157
惟,wéi,0.5394902465850157
𢘉,xiá,0.5393468242082202
愉,yú,0.5393468242082202
謆,謆shàn,0.5388079986258315
吹,chuī,0.5386903650740467
恫,dòng,0.5385930276640398
㤉,qiā,0.5385930276640398
怌,ēi,0.5385930276640398
怐,jù,0.5385930276640398
惵,dié,0.5385930276640398
怶,pī,0.5385930276640398
𢛒,chǒng,0.5385930276640398
悚,sǒng,0.5385930276640398
𢦈,mán,0.5385930276640398
𢠹,sī,0.5385930276640398
懼,jù,0.5385930276640398
慴,shè（旧读zhé）,0.5385930276640398
愯,sǒng,0.5385930276640398
悎,hào,0.5385930276640398
怵,xù,0.5385930276640398
惶,huáng,0.5385930276640398
𧫬,𧫬lí,0.5385551564908914
恚,huì,0.5381406641404806
訐,jié,0.5357389391442731
憪,xián,0.5356120716546903
忸,iǔ,0.5355845754645404
𧥟,𧥟mò,0.5345457135128971
𢟨,mǔ,0.5340749147577492
惀,lùn,0.5340194268576077
諍,zhèng（又读zhēng）,0.5337150083718931
諫,jiàn,0.5337150083718931
戀,liàn,0.5335004839174133
佾,yì,0.5334927177716219
㤋,fēn,0.5330899859310433
悝,lǐ,0.5329011244498849
慇,yīn,0.5329011244498849
𢖳,xū,0.5329011244498849
怊,chāo,0.5326544676192979
㤈,qìn,0.5326544676192979
愴,chuàng,0.5326544676192979
咥,dié,0.5323930955804025
𧩹,yǐ,0.5322014514828904
吐,tǔ,0.5317279677570667
諳,tǒu,0.5309079186410766
諄,zhūn,0.5308162202102775
譯,yì,0.5303361098820469
諗,shěn,0.5298927050739437
𧭍,zhòu,0.5297764071125552
謁,yè,0.5291653842510015
嚼,jiào,0.529067424675458
誄,lěi,0.5286504503411908
惑,huò,0.5285547592999367
噞,yǎn,0.5279751167699802
謊,huǎng,0.5277847128156669
讀,dòu,0.5270681813816
𧬬,𧬬yà,0.5267467774871814
悼,dào,0.5265022054845453
㤨,gǒng,0.5265022054845453
憭,liáo,0.5264301538891715
欷,xī,0.5263183408636614
愃,xuān,0.5245821276947774
悽,qī,0.5245355940164763
譶,tà,0.5243210821503339
譬,pì,0.5242454577193099
𧦟,𧦟fān,0.5237401073744107
𧩪,𧩪còng,0.5237401073744107
𧬈,𧬈xī,0.5237401073744107
𡃸,cí,0.5236884742517428
憝,duì,0.5233696900926469
忌,jì,0.5233696900926469
諰,āi,0.5229355610783941
𧨟,𧨟è,0.5229261792398038
讝,讝zhān,0.5228083150033042
惢,suǒ,0.5227001881692113
恞,yí,0.5225497752931444
𠱜,zùn,0.522411421484088
愺,cǎo,0.522376585016653
詛,zǔ,0.5214858850743395
唇,chún,0.5214442765315006
吻,wěn,0.5214442765315006
態,tài,0.5212950714649589
詀,zhàn,0.5212580293606757
誻,tà,0.5209014663433147
誾,yín,0.5205662894895896
𧩒,𧩒mǔ,0.5192703373829419
怒,nù,0.5187023330412988
懌,yì,0.5181446907725521
悿,tiǎn,0.5180011969270434
詝,詝zhǔ,0.5179793017941544
訕,shàn,0.5178565702801824
憕,zhèng,0.5178326128955614
𧨹,𧨹lù,0.5175466829831473
悠,yōu,0.5168261461936685
𢜱,qì,0.5168261461936685
感,gǎn,0.5166019779921222
慈,cí,0.5164115639777019
謍,yíng,0.5162396472545673
諑,zhuó,0.5161158584033484
𢢁,chán,0.5157632176704973
嚼,jiáo,0.5156631480330901
慁,hùn,0.5151031935197316
患,huàn,0.5151031935197316
憂,yōu,0.5151031935197316
詆,dǐ,0.5147724905979154
詀,chè,0.5141690671529463
𧬂,𧬂hè,0.5139590486533918
䜚,tà,0.5133558234615837
喎,wāi,0.51332191905057
慟,tòng,0.5132209269745663
諤,è,0.5128532155840517
愔,īn,0.5128080913448765
𢡁,xī,0.5122032569172067
惡,ě,0.5117593120401627
怖,bù,0.5111659732433147
含,hàn,0.5109738398725012
誑,kuáng,0.5102581801024519
憾,dàn,0.5099236014431185
悲,bēi,0.509592947304601
訣,jué,0.5094324669406712
忶,ún,0.5094100101471897
𢦅,hǒng,0.5091353276242273
諦,dì,0.509077603995098
愓,táng,0.5085873471064684
𠯷,réng,0.5084478458795761
悄,qiǎo,0.5072477711895447
𢟤,lí,0.5072477711895447
忡,chōng,0.5072477711895447
忉,āo,0.5072477711895447
念,niàn,0.5070980339411897
恬,tián,0.5068001579955356
傉,傉nù,0.5063992326205016
傉,傉nù,0.5063992326205016
悱,fěi,0.5062751784901623
䛊,zhī,0.5058327531445017
㗬,zhā,0.5053506763852932
們,men（旧读mén）,0.5052827829175536
𢗉,nè,0.5052658864918949
譄,zēng,0.5043799504581052
㤚,háng,0.5038367211125959
㦀,éng,0.5038367211125959
㦏,xuàn,0.5038367211125959
悆,yù,0.5038367211125959
慆,tāo,0.5038367211125959
憙,xǐ,0.5038367211125959
憹,nóng,0.5038367211125959
𠰾,jū,0.50383594110756
𠯀,chuān,0.5037943890820041
䚷,yǐ,0.5035002621678412
𣢖,qiàn,0.5034281360001615
𠋡,𠋡sì,0.5031772671956082
㥬,páng,0.5031274536841782
𢞕,huò,0.5031274536841782
𢣚,nǐ,0.5028377611624548
𠶲,kè,0.5027626002622528
𠳁,kěn,0.5027626002622528
誅,zhū,0.502310352973352
䛹,xuàn,0.5019610238385164
諈,zhuì,0.501575510583862
悁,yuān,0.5013466707112944
惉,zhān,0.5012728654995526
㥋,yī,0.5008791840626049
憚,dàn,0.5008132511654672
𡄱,ù,0.5007415581090968
呹,yì,0.5007274437544823
𢟱,téng,0.5006824986019411
訦,chén,0.5005349839501422
佰,bǎi,0.5001687941507023
歔,xū,0.4996045458280668
慊,qiǎn,0.4986607373995198
慫,sǒng,0.4983989744016409
恆,gèng,0.4982590454241235
惓,quán,0.4982023846578062
譜,pǔ,0.497943261169969
懖,kuò,0.4975793701960242
𧪘,chài,0.4975032019575823
𧫗,𧫗chà,0.4975032019575823
慾,yù,0.4968616512736261
惿,tí,0.4964930436519788
嚃,tà,0.4959175015513595
但,yàn,0.4958596703707227
囊,nāng,0.495595826586336
悄,qiāo,0.4955897805459535
忓,gān,0.4955735975832704
𢢞,jì,0.4955735975832704
誡,jiè,0.4949503702587927
䛁,nán,0.4947963487985496
䜎,lào,0.4947424772256195
懦,nuò,0.4947061254670022
諛,yú,0.4944638632432608
䛣,chōu,0.4930617948553191
憞,tūn,0.493007486583153
恃,zhì,0.493007486583153
𧫝,𧫝shǎ,0.4925376223212478
詘,qū,0.4925376223212478
謲,chěn,0.4924606049040882
𠾬,jìn,0.4913902651591468
咂,ā,0.4912476644927874
惀,lún,0.4910811296626677
𧦞,pù,0.4909833615981136
譔,zhuàn,0.490918048449369
慰,wèi,0.4904574761150429
慞,hāng,0.4901826040351016
𢡇,gū,0.4891263248661491
恗,hū,0.4891263248661491
䜙,è,0.4889746276390438
䜝,䜝tuǎn,0.4889746276390438
䜊,zāo,0.4889746276390438
譳,譳nòu,0.4889746276390438
謱,lóu,0.4889746276390438
𧧝,𧧝yǎ,0.4889746276390438
䜗,hàn,0.4889746276390438
𧫡,𧫡zhì,0.4889746276390438
謏,sòu,0.4889746276390438
詉,ná,0.4889746276390438
𧥜,𧥜yǎn,0.4889746276390438
讈,讈lì,0.4889746276390438
噫,ài,0.4889285005921227
怍,zuò,0.4879713623953783
謅,chǎo,0.4878367375423777
訩,xiōng,0.4873420117924959
愘,qià,0.4873203405210947
𧪫,𧪫pī,0.487255115517814
𠰺,dài,0.4864506251814933
怕,pà,0.4857922538901742
恐,kǒng,0.4857922538901742
𢤍,yān,0.4857389421728259
𧭈,nìng,0.4856838474444807
愝,yǎn,0.4856533676923907
歉,qiàn,0.4856172104194167
忮,zhì,0.4846574834263312
咀,jǔ,0.4845463498534846
慊,qiè,0.4844767477081195
愜,qiè,0.4844767477081195
䚶,䚶tiān,0.4843050688050531
𠾩,là,0.4841801725556527
誒,yì,0.4834397706647483
㱂,kāng,0.4833116118837631
㘔,ǎi,0.4831014212069626
惷,chǔn,0.4828847718502096
諯,zhuān,0.4827312060269152
讓,ràng,0.4827312060269152
𧫢,wàng,0.4827312060269152
㥮,zhòu（旧读chǎo）,0.4824457047671999
慶,qiāng,0.4822208091511052
𠻨,qǐn,0.4816764974752577
慉,chù,0.4816337926462681
𠵬,pí,0.4813155652978702
㥚,yǔ,0.4811711797817813
慄,ì,0.4811711797817813
懹,ràng,0.4811711797817813
懲,chéng,0.4810415493817194
𡀑,zhōu,0.481017090162761
諷,fěng（旧读fèng）,0.4808400114718267
𧨂,hè,0.4804864630591666
慓,piāo（又读piào）,0.4804388089830981
恈,móu,0.4804018432170303
訟,sòng,0.4798541801637579
誚,qiào,0.4797074861656482
悁,juàn,0.4795662139495436
謞,hè,0.4794255239480235
愓,dàng,0.4793963319204046
諢,hùn,0.4791861307015814
偮,偮jí,0.4790353050707323
怉,bào,0.4788495072757037
𠑰,²²𠑰xīn,0.4785919057013615
𢠝,xīn,0.478557873173377
訄,kāo,0.4777141112437331
𢙾,gěng,0.4776964404875443
𢞭,liù,0.4776964404875443
𢝍,yào,0.4776964404875443
憾,hàn,0.4776964404875443
愇,ěi,0.4776964404875443
忦,jiá,0.4776964404875443
㥟,xié,0.4776964404875443
𢛃,qiú,0.4776964404875443
懟,duì,0.4776964404875443
𧧃,𧧃jì,0.4775709551883668
訍,chā,0.4775709551883668
譥,jiào,0.4775709551883668
讎,chóu,0.4771125097817492
謚,shì,0.4770287141041539
悢,liàng,0.4766007538037825
誏,làng,0.4764349417289004
恝,jiá,0.4764016331499965
𢤁,sào,0.4763962204945249
啃,ěn,0.4763831517267051
䛴,qǐ,0.4761342935858105
𧥼,𧥼yún,0.4759392972983333
訜,訜（一）fēn,0.4759392972983333
説,shuō,0.4758088842240497
惛,hūn,0.4756356319028151
㤔,fù,0.4752981011475621
𠮜,yīn,0.4752847836835194
謘,chí,0.4752675084602999
忨,wán（又读wàn）,0.4750484966121546
𢛨,yù,0.4750404721345211
誨,huì,0.4747539387045151
愬,sè,0.474264218153146
唾,tuò,0.4740190847642987
儒,rú,0.4740162509941206
話,huà,0.4739570617099708
僕,pú,0.4738206418504816
𠋜,𠋜guò,0.4737656876217106
唋,tū,0.4736645609417061
唺,tiǎn,0.4736645609417061
呁,ùn,0.4736645609417061
㖥,ùn,0.4736645609417061
㖃,hòu,0.4736645609417061
嘔,ǒu,0.4736645609417061
嗾,sǒu,0.4736408918643975
憒,kuì,0.4725858391420337
𢥘,xié,0.4724127532267199
仛,zhé,0.4721293518998577
謫,zhé,0.4719766274769674
喇,lǎ,0.4719435453307181
怯,qiè,0.4717988848928406
忤,ǔ（旧读wù）,0.4715241249766689
懷,huái,0.4714266495485359
咽,yān,0.4712805611121278
㥄,íng,0.4709656300088358
訓,xùn,0.4709335911074837
𡃂,xiè,0.4706101001295792
愾,xì,0.470601420663175
㦇,ù,0.4704802905391373
侏,zhū,0.470111745517494
㦓,xiàn,0.4697779990806487
𢛁,chè,0.4694224892832735
𢖺,yì,0.4694224892832735
憣,ān,0.4694224892832735
忧,yòu,0.4694224892832735
㦜,huò,0.4694224892832735
㥔,yù,0.4694224892832735
㤢,yù,0.4694224892832735
𢗵,hǒng,0.4693220900765879
諎,zé,0.4692355579530113
謍,hōng,0.4692355579530113
譏,jī,0.4692289075954082
𠿜,huà,0.4689971064099694
𢜮,wǔ,0.4689502419271748
悔,huǐ,0.4688033821624968
唊,qiǎn,0.4686915164032453
恁,rèn,0.4686753799143032
偰,xiè,0.4685239911157441
憕,dèng,0.4685128858473367
謜,yuán,0.4684106312898639
警,jǐng,0.4682991760362749
惘,wǎng,0.4670254116651168
恭,gōng,0.466769760147231
憛,án,0.4667303526256952
惜,xī,0.4664276280983474
憧,chōng,0.4663439989695533
惺,īng,0.4661624835889912
憐,lián,0.4661112350975371
懠,qí,0.4660329715123813
𣢰,cù,0.4656475175145472
𠈶,𠈶yí,0.4651936838174917
誘,yòu,0.4650715200737064
哺,bǔ,0.4642707891344208
謄,téng,0.4641713167801238
借,jiè,0.4640983980472035
憬,jǐng,0.4640541458710485
㗇,xiá,0.46390478096071
悌,tì,0.4637743491329759
誹,fěi,0.4636667235627112
𠼢,jiàng,0.4631810355557305
譽,yù,0.4628536905628609
㤍,qiāo,0.4625641609015833
恫,dòng,0.4623421696973249
慠,áo,0.4620138828207861
㤥,hài,0.4615359404134305
㤷,hān,0.4613416072210552
𢟴,tuí,0.4613416072210552
恣,zì,0.4613416072210552
性,xìng,0.4613002954954612
訥,nè,0.4611747668435522
謼,hū,0.4611473241194292
譴,qiǎn,0.4611272571606043
嗉,ù,0.460987207070013
憶,yì,0.4609527099744404
忕,shì,0.460807096073372
㦆,xiā,0.460434947024217
慹,zhí,0.4600174193324819
懀,èi,0.4598605313099907
忯,qí,0.4596822722123862
愾,kài,0.4595831032353449
謙,qiān,0.4593517037182433
訾,zǐ,0.4586636512556532
許,xǔ,0.4581803212955758
㥏,tiǎn,0.4580286424701597
㥴,tí,0.4580286424701597
㥾,nì,0.4580286424701597
愧,uì,0.4580286424701597
懜,méng,0.4580286424701597
𢥌,xiǎn,0.4580286424701597
喉,hóu,0.4574620400648959
意,yì,0.4574381372352211
謦,qǐng,0.4574353589717938
愮,yào,0.4573710595105555
忿,fèn,0.4571942324821854
㰿,xī,0.4570832995789455
𢣠,liù,0.45664906772891
𢝴,wù,0.4565112779536884
愠,yùn,0.4563810834412322
訔,yín,0.4560785074786962
怞,chóu,0.4558404243330476
懾,shè,0.4557671922661166
佬,lǎo,0.4556650545650594
愻,xùn,0.4552083785986667
訢,yín,0.4550849284206313
悻,ìng,0.4549925685550404
𣣲,xié,0.4546509230881588
佛,fú,0.4546232547430242
恨,hèn,0.4545692666218791
䜅,chuī,0.4545640283311987
嗢,wà,0.4541517405580475
𠻡,luǒ,0.4539833454218708
恔,xiào,0.4536815709830991
𧫞,𧫞lòu,0.4535868851246531
𧩦,𧩦jí,0.4534626234134429
𧭚,𧭚qiáng,0.4533901562735792
悰,cóng,0.4532344770101678
論,lùn,0.4530806194300499
慯,shāng,0.4525358644952366
慝,nì,0.4520580877882569
愿,yuàn,0.4520390290539959
諵,nàn,0.452026476385399
言,yín,0.4516350316873471
怀,huái,0.4516348278623129
憋,iē,0.4511369389583706
𧦤,jiā,0.4509036942307139
慣,guàn,0.4507971501188437
𢢖,qì,0.4507173747219176
慌,huang,0.4506441912658715
䚻,yóu,0.4505635658265381
𢤯,xiè,0.4503317337987402
𢞞,mì,0.4503317337987402
惚,hū,0.4499279368346394
𧮗,𧮗liú,0.4495541269771365
諘,諘biǎo,0.4493808934204704
悦,uè,0.4490671609413537
譓,huì,0.4489835020385654
俞,yù,0.4488140385588044
怨,yuàn,0.4481375884642826
𢙳,zhuǎng,0.4480815852414452
諭,yù,0.4480766532895238
忧,yōu,0.4477868579430152
諺,yàn,0.4476832556124124
嘬,chuài,0.4476534121340196
悖,běi,0.4475932526590916
侲,zhēn,0.4475668361339031
䜎,láo,0.4472392419822608
𧭪,𧭪è,0.4472392419822608
傛,róng,0.4471889356081789
噎,yē,0.4470105838639476
仚,xiān,0.4470022809632997
悾,kǒng,0.4469609757271152
欨,xū,0.4468422812732325
𢝇,huò,0.4466595687162425
呫,tiè,0.4463050118778651
性,xìng,0.4462099520373612
性,xìng,0.4462099520373612
懏,jùn,0.4462035224095257
㦟,mái,0.4462035224095257
𢜨,xiè,0.4460995514699938
憪,xiàn,0.4460995514699938
愣,鑞g,0.4453641632564806
𧧅,shì,0.44527471324431
䜅,wéi,0.4451811080421385
𢚀,xiàn,0.444909800865329
𧫧,àn,0.4448190435969256
憎,zēng,0.4447315750727463
忠,zhōng,0.4444978392461767
怪,guài,0.444392500609552
譎,jué,0.4443814211410463
論,lún,0.4440571333693365
詿,guà,0.443828608511119
謀,móu,0.4437557526628287
俎,zǔ,0.4437416614630255
悎,jiào,0.4437107729892818
㤡,lì,0.4437107729892818
𧥣,kòu,0.4433047229277868
嗑,hé,0.4431207027458019
㤓,bèn,0.4430580843783581
㰮,shèn,0.4427482010285794
謕,sī,0.4426829915318381
𧬊,sī,0.4426829915318381
㰯,tòu,0.4425733022127465
吥,pōu,0.4424098120939331
嗋,ié,0.4424098120939331
𠿡,zhuó,0.4422345871481769
詼,huī,0.4419383553870188
𠊔,𠊔qì,0.4419279397446533
𠹘,xù,0.4417619445096916
憭,liǎo,0.4415988138984727
𧩲,𧩲là,0.4414989966186043
怔,zhèng,0.4414333043948549
惡,wù,0.4409000144496356
詉,nù,0.4408761892139051
㦅,diē,0.4407195315088569
优,yóu,0.4405300315547962
恆,héng,0.440429784373226
侑,òu,0.4404041904590177
怲,bǐng,0.4403910093854266
㤴,chè,0.4403540153897129
憧,zhuàng,0.440012882069354
𠼩,l鷑,0.4399865635433165
謜,quán,0.4396409840555345
訐,jì,0.4396200744126077
詺,mìng,0.4395591774371255
懱,miè,0.4395048014657678
𧦹,𧦹yìn,0.4392194945818183
讚,zàn,0.4391389567281095
懇,kěn,0.4390835157284405
㱆,xī,0.4388064494808695
㰶,yǒu,0.4383185393478687
𧫊,𧫊yù,0.4378026761003276
傭,yōng（旧读yóng）,0.4375084163344894
忘,wàng,0.4374254641059149
讆,wèi,0.4373619041376157
𢚅,fěn,0.4372127795430701
仟,iān,0.437108693750336
㰰,hè,0.4369389948014043
謔,xuè,0.4368418029045133
怫,fèi,0.4368219682000264
𧬤,𧬤zhòng,0.4366311080249527
𧨳,𧨳zhuó,0.4366311080249527
𧥿,xùn,0.4366311080249527
詙,bá,0.4366311080249527
䛫,zhèng,0.4366311080249527
䛃,䛃wàn,0.4366311080249527
謤,piāo,0.4365324964905582
䛚,䛚lüè,0.4364028026148702
𢜩,qiān,0.4363773483935474
倚,yǐ,0.43630779222922
伽,gā,0.4360300871816729
伽,jiā,0.4360300871816729
讜,dǎng,0.4355514145006388
𢟯,shì,0.4351684409928428
𠯑,guā,0.4351332603071591
忭,biàn,0.4350931515415961
欪,chù,0.4350470996514518
倌,guān,0.4347576560600925
哯,xiàn,0.4347443924673414
悀,ǒng,0.4345626460865845
懁,huān,0.4343569841647779
㤠,liè,0.4342271798414533
怞,yóu,0.4342271798414533
𢞏,qióng,0.4342271798414533
怮,yōu,0.4342271798414533
愪,yún,0.4342271798414533
俑,yǒng,0.4342102534145541
令,líng,0.4341115547332921
詚,詚dá,0.4338149764388843
𠵨,de,0.4338034343023315
譮,huà,0.4333890554987742
惡,è,0.4333885687902205
慹,zhé,0.4331000479887278
𢟯,zhé,0.4331000479887278
